# https://github.com/mozillazg/pinyin-data
# 《通用规范汉字表》(2013 年版)里 8105 个汉字的最常用读音
# -> 表示需要验证
# ? 表示有争议，无法确定哪个是最常用的
# <- 表示需要补充拼音信息
# URO (7,832)
U+4E00: yī  # 一
U+70DB: zhú  # 烛
U+70DC: xuǎn  # 烜
U+70DD: zhēng  # 烝
U+70DF: yān  # 烟
U+70E0: huí  # 烠
U+70E4: kǎo  # 烤
U+70E6: fán  # 烦
U+70E7: shāo  # 烧
U+70E8: yè  # 烨
U+70E9: huì  # 烩
U+70EB: tàng  # 烫
U+70EC: jìn  # 烬
U+70ED: rè  # 热
U+70EF: xī  # 烯
U+70F6: tǐng  # 烶
U+70F7: wán  # 烷
U+70F9: pēng  # 烹
U+70FA: lǎng  # 烺
U+70FB: yàn  # 烻
U+70FD: fēng  # 烽
U+7106: juān  # 焆
U+7109: yān  # 焉
U+710A: hàn  # 焊
U+710C: jùn  # 焌 -> qū
U+7110: wù  # 焐
U+7113: hán  # 焓
U+7115: huàn  # 焕
U+7116: mèn  # 焖
U+7117: jú  # 焗
U+7118: dào  # 焘
U+7119: bèi  # 焙
U+711A: fén  # 焚
U+711C: kūn  # 焜
U+711E: tūn  # 焞
U+7126: jiāo  # 焦
U+712F: chāo  # 焯 -> zhuō
U+7130: yàn  # 焰
U+7131: yàn  # 焱
U+7136: rán  # 然
U+7141: chén  # 煁
U+7143: kuǐ  # 煃
U+7145: duàn  # 煅
U+714A: xuān  # 煊
U+714B: xīng  # 煋
U+714C: huáng  # 煌
U+714E: jiān  # 煎
U+7153: tuān  # 煓
U+715C: yù  # 煜
U+715E: shā  # 煞
U+715F: wèi  # 煟
U+7164: méi  # 煤
U+7166: xù  # 煦
U+7167: zhào  # 照
U+7168: wēi  # 煨
U+716E: zhǔ  # 煮
U+7172: bāo  # 煲
U+7173: hú  # 煳
U+7174: yūn  # 煴
U+7178: biān  # 煸
U+717A: tuì  # 煺
U+717D: shān  # 煽
U+7184: xī  # 熄
U+7187: hè  # 熇
U+718A: xióng  # 熊
U+718F: xūn  # 熏
U+7194: róng  # 熔
U+7198: liū  # 熘
U+7199: xī  # 熙
U+719B: biāo  # 熛
U+719C: cōng  # 熜
U+719F: shú  # 熟
U+71A0: yì  # 熠
U+71A5: tēng  # 熥
U+71A8: yùn  # 熨
U+71AC: áo  # 熬 -> āo
U+71B5: shāng  # 熵
U+71B9: xī  # 熹
U+71BB: xī  # 熻
U+71C3: rán  # 燃
U+71CA: shēn  # 燊
U+71CB: jiāo  # 燋
U+71CE: liáo  # 燎
U+71CF: yù  # 燏
U+71D4: fán  # 燔
U+71D5: yàn  # 燕
U+71DA: yì  # 燚
U+71E0: yù  # 燠
U+71E5: zào  # 燥
U+71E7: suì  # 燧
U+71EE: xiè  # 燮
U+71F9: xiǎn  # 燹
U+7206: bào  # 爆
U+7207: ruò  # 爇
U+7214: xī  # 爔
U+721A: yuè  # 爚
U+721D: jué  # 爝
U+721F: guàn  # 爟
U+7228: cuàn  # 爨
U+722A: zhǎo  # 爪
U+722C: pá  # 爬
U+7230: yuán  # 爰
U+7231: ài  # 爱
U+7235: jué  # 爵
U+7236: fù  # 父
U+7237: yé  # 爷
U+7238: bà  # 爸
U+7239: diē  # 爹
U+723B: yáo  # 爻
U+723D: shuǎng  # 爽
U+723F: pán  # 爿
U+7241: kē  # 牁
U+7242: zāng  # 牂
U+7247: piàn  # 片
U+7248: bǎn  # 版
U+724C: pái  # 牌
U+724D: dú  # 牍
U+7252: dié  # 牒
U+7256: yǒu  # 牖
U+7259: yá  # 牙
U+725A: chēng  # 牚
U+725B: niú  # 牛
U+725D: pìn  # 牝
U+725F: móu  # 牟
U+7261: mǔ  # 牡
U+7262: láo  # 牢
U+7264: māng  # 牤
U+7265: fāng  # 牥
U+7266: máo  # 牦
U+7267: mù  # 牧
U+7269: wù  # 物
U+726E: jiàn  # 牮
U+726F: gǔ  # 牯
U+7272: shēng  # 牲
U+7275: qiān  # 牵
U+7279: tè  # 特
U+727A: xī  # 牺
U+727B: máng  # 牻
U+727E: wǔ  # 牾
U+727F: gù  # 牿
U+7280: xī  # 犀
U+7281: lí  # 犁
U+7284: jī  # 犄
U+7287: bēn  # 犇
U+728A: dú  # 犊
U+728B: jù  # 犋
U+728D: jiān  # 犍
U+728F: piān  # 犏
U+7292: kào  # 犒
U+729F: jiàng  # 犟
U+72A8: chōu  # 犨
U+72AC: quǎn  # 犬
U+72AF: fàn  # 犯
U+72B0: qiú  # 犰
U+72B4: àn  # 犴 -> hān
U+72B6: zhuàng  # 状
U+72B7: guǎng  # 犷
U+72B8: mà  # 犸 -> mǎ
U+72B9: yóu  # 犹
U+72C1: yǔn  # 狁
U+72C2: kuáng  # 狂
U+72C3: niǔ  # 狃
U+72C4: dí  # 狄
U+72C8: bèi  # 狈
U+72C9: pī  # 狉
U+72CD: páo  # 狍
U+72CE: xiá  # 狎
U+72D0: hú  # 狐
U+72D2: fèi  # 狒
U+72D7: gǒu  # 狗
U+72D9: jū  # 狙
U+72DD: xiǎn  # 狝
U+72DE: níng  # 狞
U+72E0: hěn  # 狠
U+72E1: jiǎo  # 狡
U+72E8: róng  # 狨
U+72E9: shòu  # 狩
U+72EC: dú  # 独
U+72ED: xiá  # 狭
U+72EE: shī  # 狮
U+72EF: kuài  # 狯
U+72F0: zhēng  # 狰
U+72F1: yù  # 狱
U+72F2: sūn  # 狲
U+72F3: yú  # 狳
U+72F4: bì  # 狴
U+72F7: juàn  # 狷
U+72F8: lí  # 狸
U+72FA: yín  # 狺
U+72FB: suān  # 狻
U+72FC: láng  # 狼
U+7301: lì  # 猁
U+7303: xiǎn  # 猃
U+7304: jīng  # 猄
U+7307: xiāo  # 猇
U+730A: ní  # 猊
U+730E: liè  # 猎
U+7315: mí  # 猕
U+7316: chāng  # 猖
U+7317: yī  # 猗
U+731B: měng  # 猛
U+731C: cāi  # 猜
U+731D: cù  # 猝
U+731E: shē  # 猞
U+7321: luó  # 猡
U+7322: hú  # 猢
U+7325: wěi  # 猥
U+7329: xīng  # 猩
U+732A: zhū  # 猪
U+732B: māo  # 猫
U+732C: wèi  # 猬
U+732E: xiàn  # 献
U+732F: tuān  # 猯
U+7330: yà  # 猰
U+7331: náo  # 猱
U+7334: hóu  # 猴
U+7337: yóu  # 猷
U+7339: chá  # 猹
U+733A: yáo  # 猺
U+733E: huá  # 猾
U+733F: yuán  # 猿
U+734D: jìng  # 獍
U+7350: zhāng  # 獐
U+7352: áo  # 獒
U+7357: jué  # 獗
U+7360: liáo  # 獠
U+736C: xiè  # 獬
U+736D: tǎ  # 獭
U+736F: xūn  # 獯
U+7374: měng  # 獴 -> méng
U+737E: huān  # 獾
U+7383: jué  # 玃
U+7384: xuán  # 玄
U+7387: lǜ  # 率 -> shuài
U+7389: yù  # 玉
U+738B: wáng  # 王
U+738E: dīng  # 玎
U+7391: jī  # 玑
U+7392: hóng  # 玒
U+7393: dì  # 玓
U+7395: gān  # 玕
U+7396: jiǔ  # 玖
U+7398: qǐ  # 玘
U+7399: yú  # 玙
U+739A: chàng  # 玚
U+739B: mǎ  # 玛
U+739E: fū  # 玞
U+739F: wén  # 玟 -> mín
U+73A0: jiè  # 玠
U+73A1: yá  # 玡 -> yà
U+73A2: bīn  # 玢
U+73A4: bàng  # 玤
U+73A5: yuè  # 玥
U+73A6: jué  # 玦
U+73A9: wán  # 玩
U+73AB: méi  # 玫
U+73AD: pín  # 玭
U+73AE: wěi  # 玮
U+73AF: huán  # 环
U+73B0: xiàn  # 现
U+73B1: qiāng  # 玱
U+73B2: líng  # 玲
U+73B3: dài  # 玳
U+73B6: píng  # 玶
U+73B7: diàn  # 玷
U+73B9: xuán  # 玹
U+73BA: xǐ  # 玺
U+73BB: bō  # 玻
U+73BC: cǐ  # 玼 -> cī
U+73BF: sháo  # 玿
U+73C0: pò  # 珀
U+73C2: kē  # 珂
U+73C5: shēn  # 珅
U+73C7: zǔ  # 珇
U+73C8: jiā  # 珈
U+73C9: mín  # 珉
U+73CA: shān  # 珊
U+73CB: liǔ  # 珋
U+73CC: bì  # 珌
U+73CD: zhēn  # 珍
U+73CF: jué  # 珏
U+73D0: fà  # 珐
U+73D1: lóng  # 珑
U+73D2: jīn  # 珒
U+73D5: lì  # 珕
U+73D6: guāng  # 珖
U+73D9: gǒng  # 珙
U+73DB: xiù  # 珛
U+73DD: xǔ  # 珝
U+73DE: luò  # 珞
U+73E0: zhū  # 珠
U+73E2: yín  # 珢
U+73E3: xún  # 珣
U+73E5: ěr  # 珥
U+73E6: xiàng  # 珦
U+73E7: yáo  # 珧
U+73E9: háng  # 珩 -> héng
U+73EA: guī  # 珪
U+73EB: chōng  # 珫
U+73ED: bān  # 班
U+73F0: dāng  # 珰
U+73F2: huī  # 珲 -> hún
U+73F5: chéng  # 珵
U+73F7: wǔ  # 珷
U+73F8: wú  # 珸
U+73F9: chéng  # 珹
U+73FA: jùn  # 珺
U+73FD: tǐng  # 珽
U+7400: hán  # 琀
U+7403: qiú  # 球
U+7404: xuàn  # 琄
U+7405: láng  # 琅
U+7406: lǐ  # 理
U+7407: xiù  # 琇
U+7408: fú  # 琈
U+7409: liú  # 琉
U+740A: yá  # 琊
U+740E: jìn  # 琎 -> jīn
U+740F: liǎn  # 琏
U+7410: suǒ  # 琐
U+7414: diàn  # 琔
U+741A: jū  # 琚
U+741B: chēn  # 琛
U+741F: wéi  # 琟
U+7421: chù  # 琡 -> shū
U+7422: zuó  # 琢 -> zhuó
U+7424: chēng  # 琤
U+7425: hǔ  # 琥
U+7426: qí  # 琦
U+7428: kūn  # 琨
U+742A: qí  # 琪
U+742B: běng  # 琫
U+742C: wǎn  # 琬
U+742D: lù  # 琭
U+742E: cóng  # 琮
U+742F: guǎn  # 琯
U+7430: yǎn  # 琰
U+7432: bèi  # 琲
U+7433: lín  # 琳
U+7434: qín  # 琴
U+7435: pí  # 琵
U+7436: pá  # 琶
U+743C: qióng  # 琼
U+7440: yǔ  # 瑀
U+7441: mào  # 瑁
U+7442: méi  # 瑂
U+7443: chūn  # 瑃
U+7444: xuān  # 瑄
U+7445: tí  # 瑅
U+7446: xīng  # 瑆
U+7451: zhuàn  # 瑑
U+7453: liàn  # 瑓
U+7454: quán  # 瑔
U+7455: xiá  # 瑕
U+7456: duàn  # 瑖
U+7457: yuàn  # 瑗
U+7459: nǎo  # 瑙
U+745A: hú  # 瑚
U+745B: yīng  # 瑛
U+745C: yú  # 瑜
U+745D: huáng  # 瑝
U+745E: ruì  # 瑞
U+745F: sè  # 瑟
U+7462: róng  # 瑢
U+7467: zhēn  # 瑧
U+7468: jìn  # 瑨
U+746C: liú  # 瑬
U+746D: táng  # 瑭
U+7470: guī  # 瑰
U+7471: zhèn  # 瑱 -> tiàn
U+7473: cuō  # 瑳
U+7476: yáo  # 瑶
U+7477: ài  # 瑷
U+747E: jǐn  # 瑾
U+7480: cuǐ  # 璀
U+7481: cōng  # 璁
U+7483: lí  # 璃
U+7486: qiú  # 璆
U+7487: xuán  # 璇
U+7488: áo  # 璈
U+748B: zhāng  # 璋
U+748E: yīng  # 璎
U+7490: lù  # 璐
U+7492: dēng  # 璒
U+7498: lín  # 璘
U+749C: huáng  # 璜
U+749E: pú  # 璞
U+749F: jǐng  # 璟
U+74A0: fán  # 璠
U+74A5: jǐng  # 璥
U+74A7: bì  # 璧
U+74A8: càn  # 璨
U+74A9: qú  # 璩
U+74AA: zǎo  # 璪
U+74AC: jiǎo  # 璬
U+74AE: tǎn  # 璮
U+74B1: sè  # 璱
U+74B2: suì  # 璲
U+74BA: wèn  # 璺
U+74C0: ruǎn  # 瓀
U+74D2: zàn  # 瓒
U+74D6: xiāng  # 瓖
U+74D8: guàn  # 瓘
U+74DC: guā  # 瓜
U+74DE: dié  # 瓞
U+74E0: hù  # 瓠
U+74E2: piáo  # 瓢
U+74E3: bàn  # 瓣
U+74E4: ráng  # 瓤
U+74E6: wǎ  # 瓦
U+74EE: wèng  # 瓮
U+74EF: ōu  # 瓯
U+74F4: líng  # 瓴
U+74F6: píng  # 瓶
U+74F7: cí  # 瓷
U+74FB: chī  # 瓻
U+74FF: bù  # 瓿
U+7504: zhēn  # 甄
U+750D: méng  # 甍
U+750F: bèng  # 甏
U+7511: zèng  # 甑
U+7513: pì  # 甓
U+7517: yǎn  # 甗
U+7518: gān  # 甘
U+751A: shèn  # 甚
U+751C: tián  # 甜
U+751F: shēng  # 生
U+7521: shēn  # 甡
U+7525: shēng  # 甥
U+7526: sū  # 甦
U+7528: yòng  # 用
U+7529: shuǎi  # 甩
U+752A: lù  # 甪
U+752B: fǔ  # 甫
U+752C: yǒng  # 甬
U+752D: béng  # 甭
U+752F: níng  # 甯
U+7530: tián  # 田
U+7531: yóu  # 由
U+7532: jiǎ  # 甲
U+7533: shēn  # 申
U+7535: diàn  # 电
U+7537: nán  # 男
U+7538: diān  # 甸 -> diàn
U+753A: tīng  # 町 -> tǐng
U+753B: huà  # 画
U+753E: zāi  # 甾
U+7540: bì  # 畀
U+7545: chàng  # 畅
U+7548: fàn  # 畈
U+754B: tián  # 畋
U+754C: jiè  # 界
U+754E: quǎn  # 畎
U+754F: wèi  # 畏
U+7554: pàn  # 畔
U+7556: wā  # 畖
U+7559: liú  # 留
U+755A: běn  # 畚
U+755B: zhěn  # 畛
U+755C: chù  # 畜 -> xù
U+7564: zhì  # 畤
U+7565: lüè  # 略
U+7566: qí  # 畦
U+756A: fān  # 番
U+756C: shē  # 畬
U+756F: jùn  # 畯
U+7572: shē  # 畲
U+7574: chóu  # 畴
U+7578: jī  # 畸
U+7579: wǎn  # 畹
U+757F: jī  # 畿
U+7581: liú  # 疁
U+7583: tuǎn  # 疃
U+7586: jiāng  # 疆
U+758D: dàn  # 疍
U+758F: shū  # 疏
U+7590: zhì  # 疐
U+7591: yí  # 疑
U+7594: dīng  # 疔
U+7596: jiē  # 疖
U+7597: liáo  # 疗
U+7599: gē  # 疙
U+759A: jiù  # 疚
U+759D: shàn  # 疝
U+759F: nüè  # 疟
U+75A0: lì  # 疠
U+75A1: yáng  # 疡
U+75A2: chèn  # 疢
U+75A3: yóu  # 疣
U+75A4: bā  # 疤
U+75A5: jiè  # 疥
U+75AB: yì  # 疫
U+75AC: lì  # 疬
U+75AD: zòng  # 疭
U+75AE: chuāng  # 疮
U+75AF: fēng  # 疯
U+75B0: zhù  # 疰
U+75B1: pào  # 疱
U+75B2: pí  # 疲
U+75B3: gān  # 疳
U+75B4: kē  # 疴
U+75B5: cī  # 疵
U+75B8: dǎn  # 疸
U+75B9: zhěn  # 疹
U+75BC: téng  # 疼
U+75BD: jū  # 疽
U+75BE: jí  # 疾
U+75C2: jiā  # 痂
U+75C3: xuán  # 痃
U+75C4: zhà  # 痄
U+75C5: bìng  # 病
U+75C7: zhèng  # 症
U+75C8: yōng  # 痈
U+75C9: jìng  # 痉
U+75CA: quán  # 痊
U+75CD: yí  # 痍
U+75D2: yǎng  # 痒
U+75D3: chì  # 痓 -> zhì
U+75D4: zhì  # 痔
U+75D5: hén  # 痕
U+75D8: dòu  # 痘
U+75DB: tòng  # 痛
U+75DE: pǐ  # 痞
U+75E2: lì  # 痢
U+75E3: zhì  # 痣
U+75E4: cuó  # 痤
U+75E6: wù  # 痦
U+75E7: shā  # 痧
U+75E8: láo  # 痨
U+75EA: huàn  # 痪
U+75EB: xián  # 痫
U+75F0: tán  # 痰
U+75F1: fèi  # 痱
U+75F4: chī  # 痴
U+75F9: bì  # 痹
U+75FC: gù  # 痼
U+75FF: wěi  # 痿
U+7600: yū  # 瘀
U+7601: cuì  # 瘁
U+7603: zhú  # 瘃
U+7605: dān  # 瘅 -> dàn
U+7606: shèn  # 瘆
U+760A: hóu  # 瘊
U+760C: là  # 瘌
U+7610: yǔ  # 瘐
U+7615: jiǎ  # 瘕
U+7617: yì  # 瘗
U+7618: lòu  # 瘘
U+7619: sào  # 瘙
U+761B: chì  # 瘛
U+761F: wēn  # 瘟
U+7620: jí  # 瘠
U+7622: bān  # 瘢
U+7624: liú  # 瘤
U+7625: chài  # 瘥
U+7626: shòu  # 瘦
U+7629: dā  # 瘩 -> dá
U+762A: biě  # 瘪 -> biē
U+762B: tān  # 瘫
U+762D: biāo  # 瘭
U+7630: luǒ  # 瘰
U+7633: chōu  # 瘳
U+7634: zhàng  # 瘴
U+7635: zhài  # 瘵
U+7638: qué  # 瘸
U+763C: mò  # 瘼
U+763E: yǐn  # 瘾
U+763F: yǐng  # 瘿
U+7640: huáng  # 癀
U+7643: lóng  # 癃
U+764C: ái  # 癌
U+764D: bān  # 癍
U+7654: yì  # 癔
U+7656: pǐ  # 癖
U+7657: lěi  # 癗
U+765C: diàn  # 癜
U+765E: lài  # 癞
U+7663: xuǎn  # 癣
U+766B: diān  # 癫
U+766F: qú  # 癯
U+7678: guǐ  # 癸
U+767B: dēng  # 登
U+767D: bái  # 白
U+767E: bǎi  # 百
U+767F: qié  # 癿
U+7682: zào  # 皂
U+7684: de  # 的
U+7686: jiē  # 皆
U+7687: huáng  # 皇
U+7688: guī  # 皈
U+768B: gāo  # 皋
U+768E: jiǎo  # 皎
U+7691: ái  # 皑
U+7693: hào  # 皓
U+7695: bì  # 皕
U+7696: wǎn  # 皖
U+7699: xī  # 皙
U+769B: xiǎo  # 皛
U+769E: hào  # 皞
U+76A4: pó  # 皤
U+76A6: jiǎo  # 皦
U+76AD: jiào  # 皭
U+76AE: pí  # 皮
U+76B1: zhòu  # 皱
U+76B2: jūn  # 皲
U+76B4: cūn  # 皴
U+76BF: mǐn  # 皿
U+76C2: yú  # 盂
U+76C5: zhōng  # 盅
U+76C6: pén  # 盆
U+76C8: yíng  # 盈
U+76C9: hé  # 盉
U+76CA: yì  # 益
U+76CD: hé  # 盍
U+76CE: àng  # 盎
U+76CF: zhǎn  # 盏
U+76D0: yán  # 盐
U+76D1: jiān  # 监
U+76D2: hé  # 盒
U+76D4: kuī  # 盔
U+76D6: gài  # 盖
U+76D7: dào  # 盗
U+76D8: pán  # 盘
U+76DB: shèng  # 盛
U+76DF: méng  # 盟
U+76E5: guàn  # 盥
U+76E6: ān  # 盦
U+76EE: mù  # 目
U+76EF: dīng  # 盯
U+76F1: xū  # 盱
U+76F2: máng  # 盲
U+76F4: zhí  # 直
U+76F7: tián  # 盷 -> xián
U+76F8: xiāng  # 相
U+76F9: dǔn  # 盹
U+76FC: pàn  # 盼
U+76FE: dùn  # 盾
U+7701: shěng  # 省
U+7704: miǎn  # 眄
U+7707: miǎo  # 眇
U+7708: dān  # 眈
U+7709: méi  # 眉
U+770A: mào  # 眊
U+770B: kàn  # 看
U+770D: kōu  # 眍
U+7719: yí  # 眙
U+771A: shěng  # 眚
U+771F: zhēn  # 真
U+7720: mián  # 眠
U+7722: yuān  # 眢
U+7726: zì  # 眦
U+7728: zhǎ  # 眨
U+7729: xuàn  # 眩
U+772C: lóng  # 眬
U+772D: suī  # 眭 -> guì
U+772F: mī  # 眯
U+7735: chī  # 眵
U+7736: kuàng  # 眶
U+7737: juàn  # 眷
U+7738: móu  # 眸
U+773A: tiào  # 眺
U+773C: yǎn  # 眼
U+7740: zhe  # 着
U+7741: zhēng  # 睁
U+7743: suō  # 睃
U+7744: shào  # 睄 -> qiáo
U+7747: dì  # 睇
U+774E: xī  # 睎
U+7750: lài  # 睐
U+7751: jiǎn  # 睑
U+775A: yá  # 睚
U+775B: jīng  # 睛
U+7761: shuì  # 睡
U+7762: suī  # 睢 -> huī
U+7763: dū  # 督
U+7765: pì  # 睥 -> bì
U+7766: mù  # 睦
U+7768: nì  # 睨
U+776B: jié  # 睫
U+776C: cǎi  # 睬
U+7779: dǔ  # 睹
U+777D: kuí  # 睽
U+777E: gāo  # 睾
U+777F: ruì  # 睿
U+7780: mào  # 瞀
U+7784: miáo  # 瞄
U+7785: chǒu  # 瞅
U+778B: chēn  # 瞋
U+778C: kē  # 瞌
U+778D: sǒu  # 瞍
U+778E: xiā  # 瞎
U+7791: míng  # 瞑
U+7792: mán  # 瞒
U+779F: piǎo  # 瞟
U+77A0: chēng  # 瞠
U+77A2: méng  # 瞢
U+77A5: piē  # 瞥
U+77A7: qiáo  # 瞧
U+77A9: zhǔ  # 瞩
U+77AA: dèng  # 瞪
U+77AB: shěn  # 瞫
U+77AC: shùn  # 瞬
U+77AD: liǎo  # 瞭
U+77B0: kàn  # 瞰
U+77B3: tóng  # 瞳
U+77B5: lín  # 瞵
U+77BB: zhān  # 瞻
U+77BD: gǔ  # 瞽
U+77BF: qú  # 瞿
U+77CD: jué  # 矍
U+77D7: chù  # 矗
U+77DB: máo  # 矛
U+77DC: jīn  # 矜
U+77DE: yù  # 矞
U+77E2: shǐ  # 矢
U+77E3: yǐ  # 矣
U+77E5: zhī  # 知
U+77E7: shěn  # 矧
U+77E9: jǔ  # 矩
U+77EB: jiǎo  # 矫
U+77EC: cuó  # 矬
U+77ED: duǎn  # 短
U+77EE: ǎi  # 矮
U+77F0: zēng  # 矰
U+77F3: shí  # 石
U+77F6: jī  # 矶
U+77F8: gān  # 矸
U+77FB: kū  # 矻
U+77FC: gāng  # 矼
U+77FE: fán  # 矾
U+77FF: kuàng  # 矿
U+7800: dàng  # 砀
U+7801: mǎ  # 码
U+7802: shā  # 砂
U+7804: jué  # 砄
U+7806: fū  # 砆
U+7809: huò  # 砉 -> xū
U+780C: qì  # 砌
U+780D: kǎn  # 砍
U+7811: yà  # 砑
U+7812: pī  # 砒
U+7814: yán  # 研
U+7816: zhuān  # 砖
U+7817: chē  # 砗
U+7818: dùn  # 砘
U+781A: yàn  # 砚
U+781C: fēng  # 砜
U+781D: fá  # 砝 -> fǎ
U+781F: zhǎ  # 砟
U+7820: jū  # 砠
U+7823: tuó  # 砣
U+7825: dǐ  # 砥
U+7827: zhēn  # 砧
U+782B: zhù  # 砫
U+782C: lá  # 砬 -> lì
U+782D: biān  # 砭
U+782E: nǔ  # 砮
U+7830: pēng  # 砰
U+7834: pò  # 破
U+7835: bō  # 砵
U+7837: shēn  # 砷
U+7838: zá  # 砸
U+7839: ài  # 砹
U+783A: lì  # 砺
U+783B: lóng  # 砻
U+783C: tóng  # 砼
U+783E: lì  # 砾
U+7840: chǔ  # 础
U+7841: kēng  # 硁
U+7845: guī  # 硅
U+7847: náo  # 硇
U+784A: wěi  # 硊
U+784C: gè  # 硌 -> luò
U+784D: xiàn  # 硍 -> kèn
U+784E: xíng  # 硎
U+7850: dòng  # 硐
U+7852: xī  # 硒
U+7854: hóng  # 硔
U+7855: shuò  # 硕
U+7856: xiá  # 硖
U+7857: qiāo  # 硗
U+7859: wéi  # 硙
U+785A: qiáo  # 硚
U+785D: xiāo  # 硝
U+786A: wò  # 硪
U+786B: liú  # 硫
U+786C: yìng  # 硬
U+786D: máng  # 硭
U+786E: què  # 确
U+787C: péng  # 硼
U+787F: kōng  # 硿
U+7883: qìng  # 碃
U+7887: dìng  # 碇
U+7888: mín  # 碈
U+7889: diāo  # 碉
U+788C: lù  # 碌
U+788D: ài  # 碍
U+788E: suì  # 碎
U+788F: què  # 碏
U+7891: bēi  # 碑
U+7893: duì  # 碓
U+7897: wǎn  # 碗
U+7898: diǎn  # 碘
U+789A: bèi  # 碚
U+789B: qì  # 碛
U+789C: chěn  # 碜
U+789F: dié  # 碟
U+78A1: dú  # 碡 -> zhóu
U+78A3: jié  # 碣
U+78A5: biǎn  # 碥
U+78A7: bì  # 碧
U+78A8: wèi  # 碨 -> wěi
U+78B0: pèng  # 碰
U+78B1: jiǎn  # 碱
U+78B2: dì  # 碲
U+78B3: tàn  # 碳
U+78B4: chá  # 碴
U+78B6: qì  # 碶
U+78B9: xuàn  # 碹
U+78BE: niǎn  # 碾
U+78C1: cí  # 磁
U+78C5: bàng  # 磅
U+78C9: sǎng  # 磉
U+78CA: lěi  # 磊
U+78CB: cuō  # 磋
U+78CF: lián  # 磏
U+78D0: pán  # 磐
U+78D4: zhé  # 磔
U+78D5: kē  # 磕
U+78D9: gǔn  # 磙
U+78DC: qì  # 磜
U+78E1: kàn  # 磡
U+78E8: mó  # 磨
U+78EC: qìng  # 磬
U+78F2: qú  # 磲
U+78F4: dèng  # 磴
U+78F7: lín  # 磷
U+78F9: tán  # 磹 -> diàn
U+78FB: pán  # 磻
U+7901: jiāo  # 礁
U+7905: dūn  # 礅
U+790C: léi  # 礌
U+7913: jiāng  # 礓
U+791E: méng  # 礞
U+7934: bó  # 礴
U+7935: shuāng  # 礵
U+793A: shì  # 示
U+793C: lǐ  # 礼
U+793E: shè  # 社
U+7940: sì  # 祀
U+7941: qí  # 祁
U+7943: mà  # 祃
U+7946: xiān  # 祆
U+7947: qí  # 祇 -> zhǐ
U+7948: qí  # 祈
U+7949: zhǐ  # 祉
U+794A: bēng  # 祊
U+794B: duì  # 祋
U+794E: yī  # 祎
U+794F: shí  # 祏
U+7950: yòu  # 祐
U+7953: fú  # 祓
U+7955: mì  # 祕
U+7956: zǔ  # 祖
U+7957: zhī  # 祗
U+795A: zuò  # 祚
U+795B: qū  # 祛
U+795C: hù  # 祜
U+795D: zhù  # 祝
U+795E: shén  # 神
U+795F: suì  # 祟
U+7960: cí  # 祠
U+7962: mí  # 祢
U+7965: xiáng  # 祥
U+7967: tiāo  # 祧
U+7968: piào  # 票
U+796D: jì  # 祭
U+796F: zhēn  # 祯
U+7972: jìn  # 祲
U+7977: dǎo  # 祷
U+7978: huò  # 祸
U+797A: qí  # 祺
U+797C: guàn  # 祼
U+797E: líng  # 祾
U+7980: bǐng  # 禀
U+7981: jìn  # 禁 -> jīn
U+7984: lù  # 禄
U+7985: chán  # 禅
U+798A: xì  # 禊
U+798B: yīn  # 禋
U+798F: fú  # 福
U+7992: xiǎn  # 禒
U+7994: zhī  # 禔 -> tí
U+7998: dì  # 禘
U+799A: zhuó  # 禚
U+799B: zhēn  # 禛
U+79A4: xuān  # 禤
U+79A7: xǐ  # 禧
U+79B3: ráng  # 禳
U+79B9: yǔ  # 禹
U+79BA: yú  # 禺
U+79BB: lí  # 离
U+79BD: qín  # 禽
U+79BE: hé  # 禾
U+79C0: xiù  # 秀
U+79C1: sī  # 私
U+79C3: tū  # 秃
U+79C6: gǎn  # 秆
U+79C9: bǐng  # 秉
U+79CB: qiū  # 秋
U+79CD: zhǒng  # 种
U+79D1: kē  # 科
U+79D2: miǎo  # 秒
U+79D5: bǐ  # 秕
U+79D8: mì  # 秘
U+79DF: zū  # 租
U+79E3: mò  # 秣
U+79E4: chèng  # 秤
U+79E6: qín  # 秦
U+79E7: yāng  # 秧
U+79E9: zhì  # 秩
U+79EB: shú  # 秫
U+79EC: jù  # 秬
U+79ED: zǐ  # 秭
U+79EF: jī  # 积
U+79F0: chēng  # 称
U+79F8: jiē  # 秸
U+79FB: yí  # 移
U+79FD: huì  # 秽
U+79FE: nóng  # 秾
U+7A00: xī  # 稀
U+7A02: láng  # 稂
U+7A03: fū  # 稃
U+7A06: lǚ  # 稆
U+7A0B: chéng  # 程
U+7A0C: tú  # 稌
U+7A0D: shāo  # 稍
U+7A0E: shuì  # 税
U+7A11: lù  # 稑
U+7A14: rěn  # 稔
U+7A17: bài  # 稗
U+7A19: zhī  # 稙
U+7A1A: zhì  # 稚
U+7A1E: kē  # 稞
U+7A20: chóu  # 稠
U+7A23: sū  # 稣
U+7A33: wěn  # 稳
U+7A37: jì  # 稷
U+7A39: zhěn  # 稹
U+7A3B: dào  # 稻
U+7A3C: jià  # 稼
U+7A3D: jī  # 稽
U+7A3F: gǎo  # 稿
U+7A44: jì  # 穄
U+7A46: mù  # 穆
U+7A51: sè  # 穑
U+7A57: suì  # 穗
U+7A59: pú  # 穙
U+7A5C: zhǒng  # 穜 -> tóng
U+7A5F: suì  # 穟
U+7A70: ráng  # 穰
